,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,Duration_ms,Stream
2923,0.696,0.8,-5.635,0.0671,0.13,0.0,0.93,182.061,196827.0,25512882.0
2924,0.515,0.522,-12.098,0.0333,0.651,0.0,0.926,179.692,157307.0,48175366.0
2925,0.617,0.684,-5.57,0.0341,0.542,0.000172,0.77,124.945,249383.0,5998159.0
2926,0.436,0.578,-4.747,0.0301,0.842,2.03e-05,0.52,117.669,328758.0,3661419.0
2927,0.618,0.613,-5.248,0.037,0.719,0.00112,0.783,122.607,254185.0,4439536.0
2928,0.467,0.451,-8.15,0.0287,0.88,0.00028,0.351,86.036,479687.0,3157397.0
2930,0.643,0.844,-5.539,0.045,0.178,4.66e-06,0.413,135.085,271250.0,1537888.0
2932,0.633,0.465,-9.324,0.0373,0.925,0.0302,0.796,126.202,96732.0,1829227.0
2933,0.443,0.589,-8.085,0.0392,0.552,0.0,0.963,97.401,384360.0,2521166.0
2934,0.431,0.55,-7.7,0.0316,0.414,2.14e-05,0.245,139.931,335273.0,1516215.0
2935,0.756,0.713,-6.91,0.122,0.365,0.000153,0.597,92.039,174057.0,20943036.0
2936,0.69,0.575,-5.763,0.124,0.345,0.0,0.509,87.967,216328.0,25668593.0
2937,0.595,0.61,-6.887,0.0499,0.332,2.14e-06,0.314,97.974,212522.0,55399812.0
2938,0.9,0.589,-6.862,0.173,0.0334,0.0139,0.678,107.993,223190.0,26443311.0
2939,0.767,0.869,-3.381,0.0908,0.14,0.0,0.751,98.208,190132.0,40957613.0
2940,0.786,0.797,-4.063,0.0414,0.233,0.0,0.454,95.014,215368.0,64467110.0
2941,0.685,0.841,-2.932,0.0942,0.118,0.0,0.59,97.929,179099.0,24531854.0
2942,0.676,0.488,-5.091,0.154,0.0613,0.0,0.151,97.036,212693.0,56523022.0
2944,0.707,0.941,-2.606,0.041,0.0173,3.65e-05,0.337,99.013,189152.0,26533637.0
2945,0.542,0.489,-7.89,0.0573,0.378,0.0,0.674,125.336,163224.0,148554388.0
2946,0.663,0.858,-2.821,0.0463,0.289,0.0,0.805,116.269,159373.0,84515761.0
2948,0.757,0.584,-8.646,0.0272,0.0497,0.000498,0.639,122.051,182280.0,32814941.0
2949,0.65,0.514,-10.073,0.0306,0.0266,3.42e-05,0.374,72.633,224507.0,96319821.0
2950,0.608,0.58,-6.799,0.026,0.208,0.0,0.439,143.906,238067.0,30283431.0
2951,0.601,0.567,-5.752,0.0265,0.081,0.0,0.421,136.024,214773.0,35273948.0
2952,0.704,0.759,-4.344,0.0263,0.0642,0.0,0.681,119.957,225973.0,44854599.0
2953,0.637,0.794,-1.683,0.0269,0.129,0.0,0.495,116.117,197733.0,18161954.0
2954,0.595,0.549,-6.191,0.03,0.0979,2.25e-06,0.454,73.546,233627.0,40495333.0
2955,0.593,0.557,-4.014,0.0368,0.52,1.07e-06,0.705,149.991,243173.0,74395164.0
2956,0.573,0.276,-8.073,0.0397,0.651,0.0,0.442,81.898,194947.0,84101874.0
2957,0.597,0.66,-3.878,0.193,0.769,0.0,0.967,183.717,179320.0,67960242.0
2958,0.751,0.669,-3.228,0.0478,0.825,7.56e-05,0.695,90.028,186333.0,57078741.0
2959,0.485,0.388,-5.729,0.0326,0.528,0.0,0.696,159.672,203520.0,67309043.0
2960,0.751,0.526,-3.218,0.0351,0.662,0.0,0.837,100.099,226950.0,34583640.0
2961,0.623,0.398,-5.804,0.0457,0.605,0.0,0.754,80.115,252440.0,60467416.0
2962,0.476,0.525,-4.348,0.121,0.576,0.0,0.809,176.165,223813.0,40175730.0
2963,0.644,0.635,-1.971,0.0362,0.798,0.0,0.857,88.362,195627.0,43603575.0
2964,0.582,0.385,-5.444,0.0333,0.708,0.0,0.644,141.713,205133.0,40627950.0
2965,0.787,0.603,-4.781,0.034,0.435,0.0,0.743,106.984,224072.0,79523556.0
2966,0.7,0.343,-10.474,0.0308,0.767,0.0,0.488,137.864,315173.0,64456952.0
2967,0.362,0.378,-11.008,0.0329,0.679,0.0,0.575,87.549,470500.0,73834235.0
2968,0.705,0.744,-5.416,0.0341,0.582,0.0,0.706,115.959,302027.0,34193524.0
2969,0.72,0.621,-9.773,0.0491,0.676,0.0,0.566,114.987,304467.0,36975610.0
2970,0.602,0.867,-4.745,0.114,0.229,1.05e-05,0.698,91.993,292000.0,11067183.0
2971,0.757,0.942,-4.13,0.0461,0.158,0.00784,0.728,120.004,228469.0,9793879.0
2972,0.568,0.74,-7.682,0.0626,0.0976,0.0,0.613,169.972,327030.0,32156661.0
2973,0.696,0.451,-9.711,0.0317,0.174,4.84e-05,0.396,116.997,128400.0,4287215.0
2974,0.642,0.911,-3.322,0.156,0.216,0.000148,0.61,170.015,325930.0,15165022.0
2975,0.323,0.608,-9.166,0.162,0.378,0.000254,0.186,177.179,169404.0,7651549.0
2976,0.505,0.667,-5.797,0.0323,0.597,0.0,0.516,151.728,281323.0,66110903.0
2977,0.55,0.488,-8.059,0.0284,0.718,0.000118,0.301,136.025,309458.0,49852433.0
2978,0.492,0.411,-9.616,0.03,0.749,1.04e-06,0.187,107.939,160485.0,24680747.0
2979,0.432,0.614,-6.782,0.055,0.511,0.0,0.505,169.633,240117.0,24139250.0
2980,0.368,0.587,-6.676,0.0378,0.309,0.0,0.391,143.687,271023.0,62435918.0
2981,0.644,0.87,-4.816,0.0394,0.193,0.0,0.702,125.998,206858.0,31595533.0
2982,0.545,0.473,-8.259,0.0312,0.284,0.0,0.195,130.0,292827.0,42535252.0
2984,0.358,0.479,-5.879,0.0286,0.511,9.72e-06,0.333,121.467,307451.0,23376678.0
2985,0.631,0.631,-6.934,0.0307,0.693,0.0,0.697,89.975,263152.0,41740843.0
2986,0.659,0.774,-7.014,0.0372,0.606,0.000333,0.883,82.995,280161.0,79116330.0
2987,0.744,0.7,-7.663,0.0375,0.278,0.000155,0.867,144.033,309640.0,47727856.0
2988,0.718,0.361,-9.74,0.0298,0.565,0.119,0.446,103.0,316680.0,24857203.0
2989,0.358,0.246,-12.309,0.0402,0.873,0.00336,0.0393,96.893,75008.0,9038568.0
2990,0.547,0.43,-10.917,0.0311,0.679,0.396,0.501,79.923,147000.0,4196371.0
2991,0.731,0.901,-5.881,0.0308,0.231,0.0254,0.944,133.039,251973.0,16564970.0
2992,0.614,0.682,-7.808,0.0616,0.374,1.5e-05,0.367,145.009,208679.0,7993105.0
2993,0.746,0.803,-3.813,0.0366,0.275,1.7e-05,0.831,144.024,308787.0,12396009.0
2994,0.47,0.521,-11.142,0.0391,0.579,3.46e-06,0.328,142.266,288360.0,16049606.0
2995,0.687,0.788,-5.142,0.0352,0.0121,0.0,0.669,123.02,174795.0,61788746.0
2996,0.56,0.857,-4.145,0.0384,0.0594,0.0,0.432,119.975,215360.0,514738435.0
2997,0.543,0.876,-5.069,0.0512,0.0606,0.0,0.415,122.058,268840.0,249595621.0
2998,0.746,0.486,-7.004,0.0344,0.222,1.41e-06,0.417,92.057,233228.0,93139948.0
2999,0.427,0.901,-3.597,0.0485,0.224,0.0,0.641,121.004,177662.0,48387411.0
3000,0.651,0.812,-8.021,0.0506,0.0749,6.28e-06,0.56,124.969,150040.0,7098916.0
3001,0.555,0.879,-2.484,0.0983,0.011,0.0,0.691,113.852,207323.0,52583596.0
3002,0.705,0.924,-3.202,0.0321,0.00349,2.57e-05,0.337,119.991,180825.0,2580173.0
3003,0.803,0.764,-5.233,0.0387,0.0339,0.000703,0.614,122.014,207987.0,25030661.0
3004,0.667,0.716,-5.21,0.0349,0.189,0.0,0.493,108.002,255507.0,161305701.0
3005,0.619,0.67,-10.322,0.0353,0.00165,0.0109,0.777,129.269,211933.0,300981550.0
3006,0.587,0.872,-5.066,0.0484,0.018,0.0,0.735,159.925,221333.0,245121775.0
3007,0.679,0.568,-10.74,0.0423,0.422,0.00928,0.93,159.69,242640.0,181759380.0
3008,0.55,0.804,-5.218,0.0271,0.0148,4.33e-05,0.789,79.166,231667.0,157282603.0
3009,0.688,0.671,-7.872,0.0975,0.0304,0.0,0.537,83.988,264560.0,106088031.0
3010,0.567,0.52,-10.247,0.0283,0.0147,3.91e-06,0.393,124.708,274000.0,42639955.0
3011,0.52,0.875,-8.075,0.151,0.0215,0.03,0.887,169.214,233067.0,34376946.0
3012,0.803,0.682,-3.459,0.037,0.0516,0.000223,0.926,106.431,318987.0,25303350.0
3013,0.541,0.505,-7.226,0.0237,7.31e-05,0.00362,0.398,77.119,255693.0,22650061.0
3014,0.69,0.664,-7.715,0.0542,0.000447,0.0343,0.63,87.286,257733.0,65252568.0
3015,0.297,0.634,-7.927,0.0335,0.00141,0.175,0.331,94.733,241173.0,224135250.0
3016,0.681,0.653,-7.891,0.0326,0.0465,0.0563,0.654,107.989,253760.0,111517005.0
3018,0.511,0.782,-7.934,0.0486,0.00112,0.000825,0.551,100.002,237640.0,78621536.0
3019,0.686,0.61,-5.902,0.0262,0.19,0.000966,0.767,80.567,206293.0,115770135.0
3020,0.58,0.701,-6.643,0.045,0.012,0.0181,0.263,104.967,242520.0,44120883.0
3021,0.581,0.889,-6.617,0.0595,0.0011,0.00125,0.391,120.961,199293.0,34166676.0
3022,0.483,0.459,-8.314,0.0326,0.167,0.655,0.0523,91.789,192693.0,21523519.0
3023,0.824,0.693,-8.574,0.033,0.13,0.224,0.76,102.11,209493.0,46526640.0
3024,0.675,0.868,-9.118,0.0572,4.82e-05,0.909,0.539,125.843,217240.0,21964483.0
3025,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.637,170.889,278707.0,337925693.0
3026,0.242,0.992,-3.9,0.0988,0.0148,0.113,0.374,159.37,187120.0,147157433.0
3027,0.516,0.78,-4.004,0.0364,0.00136,0.000715,0.899,116.794,235587.0,114860960.0
3028,0.704,0.811,-5.308,0.0277,0.355,0.000189,0.578,91.97,290493.0,114871335.0
3029,0.364,0.959,-2.956,0.0627,0.0113,0.000953,0.927,161.797,174027.0,86272730.0
3030,0.482,0.843,-5.909,0.288,0.0103,0.103,0.433,97.907,274282.0,110615704.0
3031,0.518,0.547,-5.312,0.0493,0.0106,0.000111,0.71,170.944,253813.0,60252375.0
3032,0.597,0.892,-4.484,0.0297,0.0716,0.195,0.939,126.066,202680.0,18872380.0
3033,0.544,0.791,-4.788,0.0353,0.0756,0.00951,0.418,110.754,216000.0,40537986.0
3035,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.918,129.802,121160.0,615338765.0
3036,0.693,0.875,-8.354,0.0315,0.00986,0.0,0.899,120.048,259387.0,150649070.0
3037,0.628,0.89,-6.094,0.0675,0.121,0.0,0.722,138.787,185093.0,91885377.0
3038,0.743,0.742,-10.117,0.0367,0.051,0.234,0.706,121.604,358773.0,102853476.0
3039,0.331,0.885,-6.606,0.0923,0.205,0.0,0.589,175.293,236960.0,60891633.0
3040,0.542,0.627,-7.105,0.0243,0.0794,0.000517,0.814,89.734,305213.0,46040294.0
3041,0.587,0.566,-9.932,0.0276,0.469,0.0,0.528,76.055,461947.0,68028435.0
3042,0.804,0.722,-6.421,0.0377,0.0328,0.00269,0.858,140.003,299133.0,57474754.0
3043,0.651,0.493,-9.113,0.0286,0.213,0.538,0.719,168.544,187680.0,9386790.0
3044,0.576,0.935,-5.857,0.0497,0.0573,1.17e-05,0.648,112.045,204867.0,18863431.0
3045,0.48,0.542,-8.51,0.0348,0.345,0.000609,0.567,152.853,200560.0,469750243.0
3046,0.495,0.326,-12.29,0.0365,0.541,8.85e-05,0.371,136.243,221120.0,341440840.0
3047,0.443,0.365,-11.829,0.0315,0.592,0.00484,0.398,133.156,199453.0,146318371.0
3048,0.765,0.291,-14.456,0.0397,0.787,0.000446,0.806,115.751,102987.0,113267230.0
3049,0.594,0.682,-8.858,0.0487,0.051,4.56e-05,0.76,82.487,253293.0,114709744.0
3050,0.687,0.284,-13.452,0.0355,0.791,0.0145,0.851,132.242,165133.0,69625829.0
3051,0.636,0.373,-9.062,0.0289,0.56,2.94e-06,0.548,130.618,168120.0,61832277.0
3052,0.439,0.0675,-16.963,0.108,0.737,1.2e-05,0.55,170.225,65947.0,16886158.0
3053,0.728,0.413,-11.188,0.0372,0.696,0.000398,0.655,111.038,156773.0,25618112.0
3054,0.538,0.261,-12.616,0.0364,0.439,1.02e-05,0.528,102.153,225400.0,36893545.0
3055,0.574,0.468,-12.392,0.0305,0.867,0.928,0.352,154.626,183533.0,49927881.0
3056,0.303,0.00338,-30.932,0.0493,0.909,0.89,0.347,50.96,102373.0,44833008.0
3057,0.338,0.283,-9.323,0.0494,0.889,6.91e-06,0.189,206.557,156333.0,16295672.0
3058,0.403,0.255,-9.601,0.0428,0.854,9.5e-06,0.21,206.198,155320.0,17485678.0
3059,0.451,0.0457,-18.026,0.0423,0.904,0.783,0.128,128.598,172560.0,12175424.0
3060,0.453,0.0208,-22.219,0.0486,0.944,0.9,0.0436,92.163,105773.0,8280525.0
3061,0.239,0.0607,-22.497,0.0417,0.986,0.685,0.0372,38.137,64440.0,6943922.0
3062,0.14,0.0739,-22.458,0.0437,0.916,0.947,0.0313,141.524,174333.0,11028195.0
3063,0.635,0.256,-14.187,0.0355,0.874,0.95,0.249,92.025,167067.0,17938972.0
3064,0.549,0.183,-11.398,0.0447,0.911,0.0,0.337,93.965,172227.0,12376878.0
3065,0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.703,118.242,315120.0,293570322.0
3066,0.415,0.908,-9.701,0.0765,0.00437,0.0345,0.437,114.816,243533.0,226302681.0
3067,0.274,0.726,-11.541,0.0449,0.000212,0.0113,0.426,146.449,422933.0,123601142.0
3068,0.419,0.878,-6.352,0.0553,0.000594,0.559,0.666,147.385,264800.0,89153943.0
3069,0.372,0.888,-5.88,0.0943,0.000211,0.00442,0.555,141.374,305293.0,66031676.0
3070,0.329,0.954,-7.006,0.0722,4.2e-06,0.000614,0.627,156.899,237347.0,48944027.0
3071,0.504,0.856,-6.271,0.0423,0.000748,0.359,0.585,95.402,347440.0,63679713.0
3072,0.402,0.73,-9.327,0.0455,0.000312,0.323,0.296,104.527,393706.0,46343718.0
3073,0.364,0.811,-7.237,0.0621,0.00268,0.0093,0.151,120.758,419893.0,22431459.0
3074,0.578,0.896,-5.699,0.0497,0.00104,0.00513,0.576,129.843,185093.0,21143251.0
3075,0.711,0.292,-15.523,0.037,0.313,0.0,0.194,103.951,296800.0,641327301.0
3076,0.692,0.422,-10.533,0.0333,0.0811,0.0,0.468,74.375,193120.0,246317260.0
3077,0.608,0.419,-10.016,0.0331,0.602,7.58e-06,0.602,100.22,268333.0,184974038.0
3078,0.561,0.732,-6.178,0.0281,0.329,0.000228,0.671,118.975,161600.0,143020474.0
3079,0.816,0.144,-10.148,0.0398,0.797,7.81e-06,0.523,99.678,169013.0,44060055.0
3080,0.787,0.255,-14.733,0.0399,0.777,0.00959,0.6,105.97,251493.0,26837282.0
3081,0.496,0.0975,-17.234,0.0318,0.703,0.000714,0.36,141.397,327867.0,41903186.0
3082,0.557,0.426,-13.813,0.0532,0.14,6.85e-06,0.354,162.713,192440.0,21337362.0
3083,0.76,0.278,-15.725,0.0649,0.231,0.000723,0.501,126.242,204667.0,25841973.0
3085,0.824,0.744,-5.879,0.0619,0.00995,3.56e-06,0.698,150.021,134148.0,9335064.0
3086,0.732,0.612,-6.057,0.035,0.0566,0.0,0.444,122.116,167715.0,5288836.0
3087,0.597,0.666,-6.042,0.0807,0.133,1.23e-05,0.698,149.888,170240.0,27787788.0
3088,0.689,0.773,-5.321,0.0373,0.00435,0.00575,0.815,103.019,184957.0,12782323.0
3089,0.794,0.679,-5.395,0.104,0.166,1.87e-06,0.547,98.16,200933.0,24072617.0
3090,0.596,0.694,-5.05,0.0713,0.0389,0.0,0.52,154.023,148009.0,2482371.0
3091,0.559,0.701,-5.217,0.138,0.00888,7.95e-05,0.79,167.784,166413.0,9369916.0
3092,0.656,0.699,-5.952,0.0346,0.274,0.0,0.698,90.981,119789.0,11350792.0
3093,0.746,0.793,-4.105,0.0468,0.0138,0.0,0.748,129.972,146233.0,13026035.0
3094,0.714,0.936,-3.97,0.0513,0.00224,0.0,0.759,122.997,183636.0,11621270.0
3095,0.554,0.833,-6.667,0.0347,0.000646,0.0025,0.773,142.673,212227.0,330434580.0
3096,0.694,0.577,-14.63,0.0308,0.015,0.00836,0.845,114.478,275733.0,206056400.0
3097,0.548,0.8,-6.926,0.0597,0.038,0.00255,0.805,159.654,249427.0,90857487.0
3101,0.596,0.824,-4.893,0.0361,0.0504,0.129,0.786,135.171,280324.0,48229625.0
3102,0.724,0.704,-8.258,0.0511,0.113,0.00425,0.96,107.486,299373.0,29382866.0
3103,0.683,0.549,-11.771,0.0376,0.00476,0.0195,0.642,114.939,351293.0,131680346.0
3104,0.777,0.8,-5.803,0.0276,0.181,0.00204,0.969,96.674,280267.0,18755566.0
3105,0.461,0.715,-6.246,0.0281,0.458,1.56e-05,0.455,86.09,212560.0,139132047.0
3106,0.419,0.473,-8.192,0.0288,0.513,3.52e-06,0.324,138.013,233960.0,95480880.0
3107,0.686,0.318,-11.683,0.0354,0.771,1.79e-05,0.181,121.959,262120.0,57742599.0
3108,0.571,0.543,-5.994,0.032,0.757,0.0,0.514,83.025,307632.0,67735854.0
3109,0.673,0.722,-5.016,0.0389,0.638,0.0,0.762,92.983,204027.0,40262698.0
3110,0.546,0.539,-5.613,0.0267,0.123,0.000493,0.447,104.029,329667.0,58826050.0
3111,0.741,0.453,-7.69,0.0564,0.658,0.0,0.389,86.945,208893.0,28228676.0
3112,0.521,0.482,-9.083,0.0291,0.153,0.0,0.307,115.997,291117.0,86769906.0
3113,0.496,0.534,-5.222,0.0255,0.0697,0.0,0.342,102.057,247946.0,25034074.0
3114,0.486,0.543,-8.771,0.0356,0.732,4.53e-06,0.357,150.196,278461.0,31927385.0
3115,0.38,0.43,-12.564,0.0288,0.546,1.71e-05,0.547,82.204,197813.0,470561276.0
3116,0.462,0.395,-9.376,0.0264,0.758,0.0,0.625,82.259,190160.0,207253227.0
3117,0.304,0.305,-10.879,0.0298,0.871,0.00368,0.464,146.066,180693.0,167758251.0
3118,0.455,0.437,-11.411,0.0278,0.314,0.0,0.724,81.396,283640.0,102002284.0
3119,0.762,0.537,-9.58,0.0478,0.785,0.000669,0.958,105.603,193093.0,90364613.0
3120,0.677,0.353,-15.636,0.0716,0.814,0.0,0.777,84.535,65347.0,51130997.0
3121,0.618,0.501,-12.861,0.167,0.718,0.0,0.509,179.615,107267.0,38883955.0
3122,0.322,0.168,-13.893,0.0336,0.915,0.000223,0.259,146.68,311893.0,45866471.0
3123,0.406,0.188,-13.039,0.0324,0.852,0.0,0.629,120.757,245533.0,90964160.0
3124,0.398,0.0874,-18.981,0.0414,0.904,2.6e-06,0.478,89.014,114200.0,4802731.0
3125,0.753,0.514,-12.235,0.26,0.0612,0.0,0.563,166.015,287600.0,17459002.0
3126,0.858,0.484,-7.448,0.277,0.0241,1.8e-06,0.329,99.992,202720.0,64109504.0
3127,0.92,0.549,-5.912,0.257,0.0262,3.1e-06,0.709,90.004,241587.0,17541227.0
3128,0.857,0.751,-7.086,0.323,0.00642,0.000257,0.293,106.888,237667.0,34595860.0
3129,0.892,0.607,-7.232,0.367,0.144,0.000314,0.244,120.0,272720.0,84519884.0
3130,0.748,0.645,-7.644,0.292,0.302,0.0,0.141,76.474,284172.0,20911107.0
3131,0.719,0.568,-8.613,0.477,0.00646,0.0,0.334,99.712,242853.0,21368783.0
3132,0.761,0.605,-5.717,0.329,0.00598,3.83e-05,0.589,203.923,168856.0,4697084.0
3133,0.853,0.855,-5.716,0.118,0.0375,0.0,0.683,94.976,203427.0,14464224.0
3134,0.881,0.564,-5.239,0.232,0.00138,0.0,0.366,100.032,259200.0,33993978.0
3135,0.43,0.272,-15.526,0.04,0.716,3.87e-05,0.582,123.948,292573.0,72083851.0
3136,0.535,0.311,-16.09,0.0343,0.449,0.0,0.32,103.543,300600.0,34190005.0
3137,0.43,0.25,-17.067,0.029,0.702,0.0,0.413,104.387,198200.0,23617633.0
3138,0.664,0.498,-13.824,0.12,0.564,0.0,0.479,90.469,237867.0,20824596.0
3139,0.533,0.498,-9.279,0.0246,0.601,0.00156,0.241,95.313,262800.0,30429336.0
3140,0.573,0.426,-14.448,0.0349,0.602,0.0,0.724,98.719,186707.0,44496646.0
3141,0.4,0.239,-16.343,0.0418,0.509,0.0,0.336,97.28,229493.0,24707492.0
3142,0.455,0.518,-8.213,0.0494,0.0303,0.0,0.0748,85.985,198320.0,18235057.0
3143,0.435,0.179,-16.606,0.0328,0.811,0.0153,0.201,106.632,196000.0,20100532.0
3145,0.779,0.796,-6.675,0.0434,0.701,3.99e-05,0.938,104.947,279320.0,167652498.0
3146,0.527,0.715,-8.309,0.0398,0.552,0.00622,0.904,93.979,308693.0,108588019.0
3147,0.645,0.665,-5.519,0.0384,0.581,0.0,0.369,94.115,414707.0,114764427.0
3148,0.56,0.855,-5.232,0.0529,0.605,0.0,0.96,97.097,328787.0,58431116.0
3149,0.595,0.574,-7.411,0.11,0.789,9.53e-05,0.825,94.904,445080.0,96134108.0
3150,0.479,0.593,-6.629,0.0502,0.635,2.61e-06,0.805,86.092,414267.0,29507435.0
3151,0.688,0.795,-4.537,0.0415,0.76,8.01e-06,0.921,90.698,456960.0,36688539.0
3152,0.604,0.749,-7.591,0.0381,0.65,0.0277,0.889,89.013,334080.0,60528540.0
3153,0.772,0.868,-5.183,0.0461,0.535,0.0,0.917,101.253,211400.0,33673340.0
3154,0.498,0.85,-6.494,0.042,0.74,0.000273,0.935,101.299,303373.0,22573910.0
3155,0.58,0.929,-4.849,0.0388,0.0629,0.000223,0.884,94.995,156198.0,110774267.0
3156,0.687,0.387,-9.842,0.0273,0.203,0.000335,0.602,112.722,185826.0,80992840.0
3157,0.477,0.753,-6.112,0.0343,0.514,0.00381,0.521,178.013,225707.0,89531004.0
3158,0.699,0.659,-6.091,0.0265,0.014,0.000111,0.744,124.053,160787.0,29526044.0
3159,0.696,0.445,-9.114,0.0316,0.463,1.72e-05,0.591,94.984,240520.0,56251146.0
3160,0.624,0.896,-6.484,0.0318,0.0877,0.000186,0.832,137.984,209920.0,34749357.0
3161,0.69,0.919,-4.696,0.0353,0.0504,0.0,0.745,137.018,155920.0,26274099.0
3162,0.586,0.71,-6.124,0.0308,0.406,0.000326,0.384,128.362,187133.0,34210427.0
3163,0.577,0.55,-10.611,0.0303,0.282,0.0632,0.211,127.811,160747.0,16084982.0
3164,0.663,0.897,-5.059,0.029,0.222,0.0,0.831,137.057,149560.0,24487999.0
3165,0.487,0.553,-11.197,0.0425,0.209,2.81e-05,0.699,126.043,288600.0,210290566.0
3166,0.613,0.898,-7.593,0.0368,0.429,1.29e-06,0.763,134.033,279160.0,138349732.0
3168,0.586,0.855,-5.947,0.0327,0.304,0.0,0.448,124.917,236333.0,146750749.0
3169,0.616,0.766,-11.095,0.0321,0.0268,1.05e-06,0.883,105.764,294267.0,70138895.0
3170,0.439,0.864,-5.866,0.0437,0.283,2.01e-05,0.481,169.228,213360.0,74184268.0
3171,0.53,0.683,-7.13,0.0313,0.234,0.311,0.694,174.441,472400.0,68055687.0
3172,0.721,0.85,-8.214,0.0331,0.19,0.00386,0.873,142.082,274000.0,51723844.0
3173,0.666,0.187,-18.557,0.0368,0.67,0.0645,0.179,123.876,210893.0,36432362.0
3175,0.635,0.856,-3.946,0.0375,0.701,0.00019,0.688,97.276,354973.0,115831899.0
3176,0.751,0.722,-4.197,0.0506,0.457,0.0,0.788,140.043,220135.0,42444934.0
3177,0.607,0.622,-9.433,0.0354,0.414,0.0,0.66,82.777,293893.0,107716585.0
3178,0.699,0.83,-10.935,0.0365,0.275,0.00241,0.731,92.855,316093.0,112105441.0
3179,0.685,0.801,-10.094,0.0329,0.675,0.00132,0.738,90.23,359227.0,65736535.0
3180,0.69,0.666,-10.211,0.0348,0.213,0.000373,0.842,86.039,354133.0,64424320.0
3181,0.681,0.705,-7.806,0.04,0.735,0.0,0.693,99.845,288329.0,67057110.0
3182,0.707,0.888,-2.907,0.0351,0.422,0.000351,0.751,160.179,284200.0,37794207.0
3183,0.559,0.778,-10.517,0.0392,0.512,0.000941,0.545,175.772,328133.0,19991375.0
3184,0.733,0.797,-8.444,0.0404,0.48,0.000599,0.897,166.981,268527.0,28453514.0
3185,0.671,0.501,-13.119,0.0594,0.342,0.0,0.86,87.04,214880.0,279619636.0
3186,0.592,0.473,-9.834,0.0354,0.681,0.0,0.741,203.989,249360.0,277971937.0
3187,0.543,0.227,-11.247,0.0298,0.767,4.29e-05,0.292,123.548,234560.0,89221098.0
3188,0.652,0.433,-12.843,0.0588,0.134,7.37e-06,0.675,91.471,258733.0,73612153.0
3189,0.362,0.183,-16.0,0.0347,0.861,0.000234,0.2,136.646,231867.0,67029464.0
3190,0.587,0.393,-11.455,0.028,0.225,0.0,0.271,131.266,286067.0,58736505.0
3191,0.32,0.413,-12.472,0.0314,0.484,4.97e-06,0.313,142.765,258720.0,41896606.0
3192,0.646,0.362,-11.954,0.0312,0.724,0.0,0.387,142.46,220867.0,36637544.0
3193,0.264,0.307,-12.36,0.0341,0.662,0.0,0.153,172.546,218133.0,41138592.0
3194,0.672,0.5,-18.39,0.0445,0.011,0.012,0.962,105.357,173933.0,30994143.0
3195,0.276,0.572,-7.818,0.0377,0.641,0.0,0.285,77.986,237467.0,169769959.0
3196,0.712,0.676,-7.313,0.153,0.191,0.0665,0.869,79.994,291440.0,140503008.0
3197,0.74,0.509,-6.971,0.0332,0.355,0.0963,0.133,121.971,278293.0,117940120.0
3198,0.748,0.691,-8.88,0.0354,0.0515,0.00256,0.762,131.061,261360.0,98540015.0
3199,0.673,0.753,-5.002,0.119,0.272,0.0,0.424,120.057,311347.0,61921081.0
3200,0.708,0.478,-11.466,0.0244,0.187,0.00985,0.625,109.002,248049.0,65367095.0
3201,0.452,0.302,-17.023,0.0355,0.0663,0.0,0.381,149.163,211733.0,59209384.0
3202,0.573,0.887,-5.844,0.0356,0.0266,4.15e-06,0.764,159.937,211973.0,29950430.0
3203,0.711,0.822,-5.766,0.231,0.132,0.0,0.906,160.011,225373.0,35339282.0
3204,0.69,0.441,-11.64,0.0278,0.399,0.0,0.437,112.244,298213.0,35789853.0
3205,0.708,0.752,-6.68,0.026,0.0813,0.0,0.599,110.001,265627.0,165616502.0
3206,0.531,0.577,-9.363,0.0315,0.117,1.28e-05,0.498,177.67,281227.0,152554773.0
3207,0.622,0.626,-8.822,0.0275,0.0543,0.000154,0.49,88.029,288987.0,123170191.0
3208,0.691,0.76,-6.82,0.0262,0.0524,0.0,0.637,110.006,265027.0,86648039.0
3209,0.682,0.843,-4.488,0.0292,0.116,1.43e-05,0.862,119.869,236587.0,25116582.0
3210,0.642,0.257,-14.282,0.0341,0.465,0.0,0.286,125.552,242107.0,29733101.0
3211,0.489,0.56,-7.386,0.0291,0.206,3.19e-06,0.238,172.186,323867.0,41532027.0
3212,0.796,0.856,-3.851,0.0286,0.14,0.0,0.961,126.987,240893.0,33460667.0
3213,0.675,0.823,-4.513,0.0305,0.0967,0.0,0.817,119.902,236587.0,33721939.0
3214,0.455,0.518,-8.213,0.0494,0.0303,0.0,0.0748,85.985,198320.0,18235057.0
3215,0.822,0.601,-5.418,0.297,0.415,0.0,0.872,96.123,243700.0,169309957.0
3216,0.838,0.441,-6.583,0.296,0.177,0.000131,0.645,176.005,215747.0,35255042.0
3217,0.637,0.674,-6.156,0.268,0.49,1.52e-05,0.739,78.671,198125.0,66305090.0
3218,0.716,0.778,-3.994,0.272,0.39,0.00034,0.73,169.864,208623.0,22023959.0
3219,0.826,0.881,-7.755,0.0974,0.191,2.7e-05,0.737,93.997,167419.0,56439818.0
