,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,Duration_ms,Stream
12867,0.763,0.833,-4.929,0.166,0.239,0.0,0.817,144.874,222613.0,19189823.0
12868,0.919,0.762,-7.634,0.0677,0.351,1.99e-05,0.627,118.022,310712.0,725844.0
12869,0.348,0.536,-5.76,0.0313,0.34,0.0,0.199,150.586,250000.0,179230151.0
12870,0.728,0.605,-6.406,0.0714,0.336,0.0,0.697,138.876,234973.0,14250436.0
12871,0.853,0.719,-4.479,0.0441,0.0963,0.0,0.888,124.978,215320.0,4080797.0
12872,0.704,0.764,-6.508,0.026,0.167,0.0,0.709,100.018,285611.0,42652491.0
12873,0.59,0.552,-8.422,0.388,0.5,0.0,0.241,167.854,208568.0,35461535.0
12874,0.421,0.505,-5.649,0.0374,0.495,0.0,0.119,80.635,251400.0,46287450.0
12875,0.78,0.75,-5.07,0.084,0.238,0.0,0.564,129.02,198747.0,1151947.0
12876,0.543,0.315,-5.743,0.0402,0.591,0.0,0.195,77.011,200373.0,32286128.0
12877,0.595,0.758,-5.43,0.129,0.433,0.0,0.559,103.087,218267.0,26757843.0
12878,0.788,0.795,-4.467,0.166,0.32,0.0,0.83,153.899,162432.0,13111041.0
12879,0.6,0.716,-5.554,0.384,0.0491,0.0,0.246,180.165,175040.0,153991354.0
12880,0.604,0.436,-8.32,0.188,0.0544,0.000242,0.239,107.978,361280.0,123140460.0
12881,0.671,0.833,-5.152,0.395,0.0825,0.0,0.702,79.351,233278.0,174611292.0
12882,0.836,0.779,-3.829,0.0519,0.00369,0.000173,0.555,119.908,258520.0,72574852.0
12883,0.597,0.755,-2.209,0.052,0.0423,0.0,0.0467,89.146,238333.0,61070814.0
12884,0.711,0.746,-4.224,0.253,0.0289,0.0,0.279,96.024,225573.0,88823715.0
12885,0.512,0.734,-5.448,0.438,0.431,0.0,0.168,93.995,245813.0,80943200.0
12886,0.569,0.836,-3.831,0.226,0.0276,0.0,0.0927,75.701,250920.0,43127544.0
12887,0.629,0.73,-5.223,0.292,0.0764,0.0,0.658,80.361,230080.0,9607222.0
12888,0.595,0.798,-10.198,0.446,0.0852,0.0,0.392,92.114,237013.0,16162044.0
12889,0.671,0.82,-5.796,0.048,0.0194,0.0133,0.685,122.361,187733.0,319285589.0
12890,0.698,0.693,-8.218,0.0329,0.0567,0.0161,0.608,121.859,270000.0,125636999.0
12891,0.556,0.446,-8.328,0.03,0.537,0.0,0.307,96.043,276000.0,103733376.0
12892,0.869,0.614,-4.783,0.0443,0.206,8.35e-06,0.798,122.036,175673.0,524308.0
12893,0.67,0.909,-4.95,0.067,0.0365,0.00407,0.544,124.461,235173.0,62368060.0
12894,0.644,0.84,-4.808,0.0418,0.162,0.0,0.841,99.036,200613.0,106312132.0
12895,0.711,0.594,-5.335,0.0658,0.0326,9.15e-06,0.857,96.001,183533.0,85719399.0
12896,0.798,0.748,-6.287,0.0822,0.0296,0.0,0.835,116.0,248000.0,50041889.0
12897,0.817,0.71,-5.354,0.135,0.167,0.0,0.733,126.984,213039.0,9065262.0
12898,0.791,0.772,-3.715,0.0394,0.0585,0.000242,0.476,125.992,216933.0,43532384.0
12899,0.735,0.812,-4.417,0.151,0.528,0.0,0.584,109.835,162876.0,81335864.0
12900,0.531,0.821,-6.812,0.0439,0.0701,0.171,0.34,129.139,230800.0,461353954.0
12901,0.541,0.75,-6.799,0.0346,8.73e-05,0.615,0.164,134.972,183907.0,56076599.0
12902,0.55,0.574,-7.427,0.0341,0.0189,0.568,0.346,122.579,212320.0,59980180.0
12903,0.702,0.658,-3.656,0.0367,0.169,0.0172,0.418,121.989,225246.0,28343515.0
12904,0.609,0.804,-6.098,0.0364,0.00127,0.0025,0.628,123.983,294006.0,9680077.0
12905,0.558,0.609,-6.071,0.0263,0.619,0.0,0.744,147.029,194067.0,2539094.0
12906,0.24,0.444,-7.11,0.0315,0.493,0.154,0.0649,80.727,354173.0,21404834.0
12909,0.79,0.363,-14.371,0.0774,0.81,0.000393,0.36,123.982,181130.0,64784025.0
12910,0.769,0.491,-7.889,0.0626,0.695,0.0,0.943,141.816,192235.0,37810624.0
12911,0.847,0.444,-6.89,0.0547,0.74,0.0,0.766,132.053,200789.0,60036075.0
12912,0.781,0.398,-10.849,0.25,0.663,0.0,0.691,134.004,238890.0,62531550.0
12913,0.752,0.477,-9.455,0.0384,0.531,0.000683,0.664,139.905,171076.0,19081757.0
12914,0.787,0.583,-6.602,0.0495,0.471,0.0,0.873,121.9,207334.0,28264791.0
12915,0.566,0.359,-12.147,0.0286,0.812,0.0491,0.195,88.04,303386.0,39740476.0
12916,0.784,0.429,-10.126,0.0309,0.461,2.83e-05,0.577,123.972,185660.0,23533522.0
12917,0.767,0.508,-8.599,0.0894,0.42,0.0,0.557,79.023,189325.0,40305413.0
12918,0.646,0.358,-11.818,0.456,0.636,7.8e-06,0.822,172.093,195553.0,12277785.0
12919,0.798,0.74,-4.865,0.0458,0.0419,1.84e-06,0.834,128.054,219720.0,125665816.0
12920,0.783,0.783,-5.67,0.039,0.248,0.0,0.488,123.018,225699.0,54920682.0
12921,0.687,0.693,-4.856,0.0569,0.0124,5.44e-05,0.442,128.03,205653.0,78007343.0
12922,0.525,0.359,-10.166,0.0348,0.87,0.0,0.415,141.822,149280.0,15231837.0
12923,0.723,0.899,-2.428,0.0345,0.246,0.0,0.591,121.054,210133.0,42321206.0
12924,0.625,0.85,-3.98,0.107,0.0235,0.0,0.392,129.841,237093.0,20967187.0
12925,0.574,0.39,-9.617,0.0573,0.454,0.0,0.405,84.547,207240.0,17302656.0
12926,0.699,0.813,-4.717,0.0968,0.587,0.0,0.636,119.981,217847.0,49351408.0
12927,0.723,0.819,-3.328,0.0881,0.277,0.0,0.603,132.955,160093.0,7543084.0
12928,0.772,0.928,-4.391,0.0361,0.204,0.0,0.92,119.991,228520.0,11383810.0
12929,0.467,0.635,-6.115,0.154,0.314,4.16e-06,0.51,127.596,88625.0,50700736.0
12930,0.794,0.811,-5.215,0.367,0.00824,0.0,0.588,98.511,116906.0,3513820.0
12931,0.456,0.76,-3.015,0.0988,0.0337,0.0,0.189,148.063,198920.0,55146626.0
12932,0.702,0.653,-6.156,0.0545,0.000738,0.0,0.174,150.008,204791.0,1946696.0
12933,0.508,0.528,-9.456,0.0741,0.00553,0.0,0.0969,130.924,278473.0,9854157.0
12934,0.703,0.677,-4.681,0.284,0.0444,0.0,0.291,107.729,146190.0,689403.0
12935,0.477,0.647,-4.657,0.343,0.0872,0.0,0.549,109.879,252307.0,97021962.0
12936,0.401,0.78,-5.325,0.364,0.2,0.0,0.428,141.935,142057.0,1834252.0
12937,0.715,0.579,-9.396,0.41,0.0448,0.0,0.427,80.963,167430.0,631344.0
12938,0.674,0.882,-2.543,0.272,0.0248,0.0,0.367,93.713,138174.0,1675365.0
12939,0.762,0.387,-8.643,0.0277,0.239,0.00756,0.274,109.959,239147.0,289764225.0
12940,0.614,0.101,-22.159,0.0395,0.825,0.0217,0.155,75.902,174360.0,251326658.0
12941,0.656,0.589,-11.478,0.0381,0.665,0.851,0.578,129.992,273560.0,188969786.0
12942,0.902,0.438,-8.63,0.0493,0.503,0.135,0.943,118.048,248520.0,60585078.0
12943,0.807,0.413,-14.57,0.103,0.588,0.267,0.367,104.071,223747.0,63133690.0
12944,0.621,0.261,-13.805,0.034,0.91,0.06,0.0702,121.071,330307.0,40842146.0
12945,0.592,0.438,-15.099,0.0303,0.829,0.126,0.282,107.967,225667.0,43832761.0
12946,0.528,0.42,-12.098,0.0419,0.67,0.0992,0.413,110.048,268975.0,14838266.0
12947,0.715,0.302,-13.833,0.0382,0.887,0.0172,0.376,123.941,264000.0,30530494.0
12948,0.678,0.501,-13.602,0.0488,0.77,0.305,0.282,123.974,232746.0,36319302.0
12949,0.323,0.301,-13.564,0.0344,0.442,0.00131,0.276,126.221,271697.0,10184311.0
12950,0.234,0.346,-10.975,0.0309,0.555,0.744,0.0994,76.387,274667.0,5071369.0
12951,0.202,0.44,-10.112,0.0357,0.291,0.94,0.144,143.847,246627.0,35972752.0
12952,0.165,0.152,-18.65,0.0354,0.6,0.725,0.0388,111.532,264773.0,1724042.0
12953,0.397,0.488,-14.464,0.0396,0.681,0.955,0.302,150.006,210971.0,1575198.0
12954,0.282,0.148,-17.055,0.0386,0.339,8.39e-05,0.0817,138.153,124627.0,35077839.0
12955,0.179,0.341,-14.183,0.0475,0.438,0.659,0.0369,139.91,278947.0,25485924.0
12956,0.131,0.0997,-20.923,0.0403,0.892,0.957,0.0361,81.179,565667.0,873701.0
12957,0.116,0.333,-12.174,0.0337,0.569,0.893,0.0396,95.086,314400.0,936761.0
12958,0.123,0.204,-15.154,0.0416,0.856,0.962,0.0365,79.406,219267.0,11536350.0
12959,0.424,0.506,-5.877,0.0284,0.201,0.0,0.138,135.902,238200.0,160727214.0
12960,0.508,0.503,-8.65,0.0298,0.202,0.0,0.394,123.962,283964.0,12137503.0
12961,0.269,0.666,-6.048,0.0362,0.000278,0.0,0.226,171.722,329080.0,122045183.0
12962,0.403,0.658,-4.713,0.0314,0.0331,0.00137,0.0897,153.903,330360.0,71578871.0
12965,0.411,0.611,-4.719,0.0298,0.0751,0.000221,0.138,140.002,258627.0,79326817.0
12966,0.458,0.543,-8.374,0.0329,0.325,3.29e-06,0.227,135.794,309330.0,11219759.0
12967,0.377,0.31,-10.067,0.029,0.065,0.0,0.145,140.212,490000.0,47043513.0
12969,0.736,0.764,-6.736,0.0482,0.222,0.00154,0.404,112.033,306429.0,75232844.0
12970,0.399,0.838,-6.679,0.102,0.00127,0.0,0.747,116.911,191293.0,149548355.0
12971,0.41,0.858,-5.301,0.0481,0.00354,0.0,0.961,161.487,161560.0,90745785.0
12972,0.252,0.886,-4.679,0.0714,2.92e-05,5.33e-06,0.498,161.941,210560.0,98944918.0
12973,0.54,0.842,-3.926,0.05,0.0075,0.0,0.377,105.011,207679.0,100394616.0
12974,0.515,0.869,-4.732,0.0672,0.00257,2.01e-06,0.452,93.24,209558.0,157654504.0
12975,0.516,0.877,-5.469,0.0755,0.000251,1.1e-05,0.585,152.017,169213.0,23896832.0
12976,0.605,0.845,-4.319,0.0286,0.000378,1.18e-05,0.668,130.051,165667.0,3874189.0
12977,0.456,0.911,-5.52,0.0749,0.000898,0.0,0.572,146.4,225527.0,61228498.0
12978,0.56,0.956,-4.366,0.0776,0.00406,1.55e-06,0.821,143.993,226107.0,43173139.0
12979,0.69,0.843,-2.949,0.0534,0.0167,0.0,0.428,135.01,220178.0,196753877.0
12980,0.68,0.584,-4.457,0.034,0.443,0.0,0.239,118.06,188369.0,46610206.0
12981,0.639,0.692,-4.127,0.107,0.338,0.0,0.488,89.846,219371.0,86597472.0
12982,0.716,0.763,-3.001,0.0945,0.147,0.0,0.575,90.101,231748.0,110587934.0
12983,0.687,0.914,-5.02,0.0437,0.166,0.0,0.675,126.001,256360.0,62205019.0
12984,0.68,0.846,-4.217,0.0498,0.103,0.0,0.659,124.984,211927.0,65579979.0
12985,0.672,0.46,-6.213,0.0292,0.521,0.0,0.204,141.822,264216.0,76022029.0
12986,0.723,0.828,-3.498,0.0729,0.00455,0.0,0.433,130.01,231627.0,100209861.0
12987,0.614,0.666,-3.087,0.0541,0.455,0.0,0.299,143.858,279656.0,59817361.0
12988,0.608,0.706,-7.275,0.0853,0.0595,0.0,0.357,124.985,233099.0,46379358.0
12989,0.816,0.875,-2.499,0.184,0.187,0.0,0.952,100.967,173465.0,76536272.0
12990,0.599,0.683,-3.812,0.464,0.448,0.0,0.75,211.958,150280.0,42926077.0
12991,0.817,0.699,-5.379,0.355,0.216,0.000112,0.664,101.101,168751.0,21597074.0
12992,0.58,0.748,-6.393,0.299,0.274,0.0,0.939,202.052,194583.0,23991516.0
12993,0.799,0.844,-4.328,0.206,0.0947,0.00113,0.625,100.06,211440.0,22124682.0
12994,0.731,0.643,-7.998,0.262,0.346,0.0,0.843,168.101,225067.0,4233181.0
12995,0.871,0.88,-1.725,0.296,0.106,0.0,0.894,109.998,147545.0,9252095.0
12996,0.822,0.747,-3.29,0.17,0.31,0.0,0.702,92.942,182400.0,1368943.0
12997,0.382,0.953,-2.501,0.355,0.0122,0.0,0.329,87.532,201800.0,13654610.0
12998,0.828,0.816,-4.566,0.164,0.0976,0.0,0.567,99.669,177600.0,6549348.0
12999,0.853,0.701,-5.908,0.34,0.212,0.0,0.643,155.069,147907.0,70293185.0
13000,0.837,0.651,-11.443,0.0601,0.0501,0.00173,0.36,155.004,142707.0,24521061.0
13001,0.793,0.665,-6.457,0.178,0.0265,1.67e-05,0.433,159.98,192810.0,56880259.0
13002,0.712,0.922,-5.261,0.0677,0.218,2.54e-05,0.709,176.078,201818.0,36492037.0
13003,0.798,0.799,-6.181,0.343,0.114,3.04e-06,0.287,164.971,185725.0,19076790.0
13004,0.756,0.741,-4.533,0.0618,0.00943,0.227,0.319,122.999,171781.0,26198333.0
13005,0.799,0.878,-6.204,0.0659,0.0998,0.203,0.578,162.01,134727.0,12255438.0
13006,0.833,0.895,-4.764,0.204,0.0623,0.00031,0.77,93.99,153260.0,35815697.0
13007,0.767,0.722,-7.043,0.0713,0.256,0.000944,0.521,98.984,264242.0,20201795.0
13008,0.808,0.867,-3.555,0.114,0.0527,0.0148,0.601,160.03,195000.0,21669712.0
13009,0.69,0.521,-8.492,0.339,0.324,0.0,0.494,100.028,292799.0,1545710370.0
13010,0.495,0.722,-8.108,0.357,0.0697,0.0,0.539,175.627,239267.0,887206376.0
13011,0.837,0.364,-11.713,0.276,0.149,0.0,0.463,123.984,213594.0,1007746821.0
13012,0.766,0.74,-10.363,0.0807,0.0193,0.0784,0.183,118.008,296520.0,482921460.0
13013,0.831,0.427,-6.903,0.106,0.0531,0.0,0.216,93.004,235320.0,656433528.0
13014,0.597,0.587,-7.026,0.137,0.0622,0.0,0.0753,140.021,218802.0,271679178.0
13015,0.667,0.608,-7.054,0.216,0.324,0.000198,0.475,99.992,241160.0,443831729.0
13016,0.861,0.656,-7.867,0.425,0.104,0.0,0.331,88.967,218210.0,273282885.0
13017,0.677,0.638,-8.631,0.333,0.589,0.0,0.435,82.81,211497.0,286368878.0
13018,0.829,0.527,-6.644,0.367,0.482,0.0,0.475,116.079,200310.0,307240351.0
13019,0.754,0.646,-5.795,0.317,0.152,1.85e-05,0.429,176.089,242573.0,1258594026.0
13020,0.804,0.787,-3.824,0.0746,0.14,0.0,0.562,91.974,309120.0,1067735521.0
13021,0.627,0.675,-7.125,0.213,0.125,0.0,0.961,79.31,277107.0,369661893.0
13022,0.639,0.791,-4.443,0.253,0.0275,0.0,0.939,92.603,222347.0,623040836.0
13023,0.816,0.726,-3.998,0.129,0.099,0.0,0.65,136.048,253390.0,1456860581.0
13024,0.743,0.655,-5.015,0.159,0.114,0.0,0.785,172.031,261335.0,496587459.0
13025,0.714,0.761,-4.596,0.0427,0.139,0.00035,0.906,168.022,230693.0,491471865.0
13026,0.785,0.572,-7.504,0.123,0.0598,0.0,0.49,100.016,235284.0,372911410.0
13027,0.718,0.46,-9.498,0.0711,0.519,0.0,0.52,121.927,243560.0,321725027.0
13028,0.882,0.689,-4.027,0.124,0.39,0.00325,0.746,97.963,161627.0,680361258.0
13029,0.647,0.585,-6.123,0.0512,0.00314,0.0,0.353,131.934,215672.0,1067826820.0
13030,0.432,0.725,-4.862,0.0431,0.00273,0.0,0.353,128.902,228879.0,456680831.0
13031,0.685,0.886,-4.179,0.034,0.028,0.0,0.615,125.034,161267.0,179992904.0
13032,0.671,0.771,-4.821,0.0316,0.00492,7.28e-06,0.436,90.003,223546.0,884721001.0
13033,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.872,101.018,223413.0,981287133.0
13034,0.691,0.795,-4.021,0.0355,0.000812,1.02e-06,0.876,133.971,227333.0,600106818.0
13035,0.721,0.751,-6.203,0.125,0.162,6.59e-06,0.738,140.095,185481.0,333871953.0
13036,0.652,0.812,-3.797,0.0409,0.00125,3.01e-05,0.72,126.023,230733.0,755406330.0
13037,0.638,0.832,-5.039,0.049,0.141,0.0,0.648,124.071,227893.0,777626685.0
13038,0.788,0.753,-3.71,0.0536,0.0038,0.0,0.403,125.005,234653.0,569808223.0
13039,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.825,139.994,148486.0,698329298.0
13040,0.664,0.705,-4.972,0.0382,0.0654,0.0,0.477,122.017,257840.0,1805319715.0
13041,0.697,0.875,-4.621,0.034,0.137,0.0,0.774,140.069,163855.0,223323334.0
13042,0.516,0.764,-6.223,0.0366,0.0717,0.0,0.376,148.021,224693.0,492010350.0
13043,0.576,0.679,-7.237,0.034,0.0311,0.0,0.213,121.005,187889.0,136274254.0
13044,0.682,0.72,-8.176,0.0382,0.321,0.0,0.649,116.988,168260.0,391962525.0
13045,0.685,0.699,-7.803,0.0349,0.317,0.0,0.884,134.057,192948.0,80800302.0
13046,0.593,0.74,-6.12,0.0339,0.363,2.22e-05,0.502,118.008,208107.0,622982487.0
13047,0.58,0.586,-6.883,0.0357,0.344,0.0,0.507,147.988,199549.0,463702643.0
13048,0.634,0.69,-7.804,0.052,0.0771,0.0,0.645,94.988,253307.0,319781459.0
13049,0.571,0.767,-5.16,0.287,0.336,0.0,0.605,93.421,161684.0,318794918.0
13050,0.694,0.758,-2.986,0.218,0.278,1.34e-06,0.371,192.091,185195.0,729304558.0
13051,0.799,0.653,-5.453,0.037,0.019,0.0,0.236,104.019,215281.0,132874022.0
13052,0.746,0.647,-6.673,0.106,0.0267,0.0,0.393,97.989,188964.0,33689823.0
13053,0.902,0.67,-4.074,0.19,0.167,0.0,0.39,144.07,186672.0,134812039.0
13054,0.866,0.613,-6.385,0.151,0.0293,0.0,0.359,98.001,229210.0,1190427652.0
13055,0.823,0.563,-5.095,0.0443,0.0399,0.0,0.682,98.031,225227.0,510424985.0
13056,0.785,0.652,-2.607,0.0668,0.102,0.0,0.484,170.024,203093.0,307134927.0
13057,0.581,0.512,-8.126,0.285,0.148,0.0,0.685,104.196,207692.0,14650099.0
13058,0.913,0.534,-6.048,0.0571,0.0163,0.000875,0.312,107.054,168224.0,43022731.0
13059,0.565,0.889,-2.976,0.0498,0.582,0.0,0.473,121.778,183695.0,74096986.0
13060,0.761,0.574,-8.196,0.0675,0.78,0.0,0.605,124.185,161470.0,97456430.0
13061,0.551,0.87,-3.75,0.0985,0.406,0.0,0.589,99.934,171007.0,88386276.0
13062,0.629,0.864,-4.179,0.059,0.105,0.0,0.678,153.937,163120.0,34794087.0
13063,0.631,0.819,-5.018,0.131,0.293,0.0,0.665,152.018,171712.0,133770365.0
13064,0.772,0.647,-5.404,0.0758,0.707,0.0,0.801,130.183,162539.0,188618806.0
13065,0.427,0.834,-4.169,0.0978,0.434,0.0,0.32,179.089,208007.0,106654467.0
13066,0.678,0.839,-3.78,0.113,0.312,0.0,0.798,156.057,174081.0,95161284.0
13067,0.411,0.67,-5.885,0.028,0.624,0.0,0.588,96.342,215213.0,60045078.0
13068,0.679,0.674,-7.25,0.074,0.824,0.0,0.947,155.916,182477.0,31492276.0
13069,0.774,0.792,-4.021,0.0523,0.051,0.0,0.507,122.062,139672.0,305987348.0
13070,0.789,0.711,-4.248,0.041,0.0332,0.0,0.753,112.985,190306.0,607717448.0
13071,0.767,0.481,-8.52,0.0803,0.234,0.0,0.761,150.076,171375.0,1008103659.0
13072,0.696,0.817,-3.862,0.109,0.075,0.0,0.782,98.064,216409.0,1010582107.0
13073,0.775,0.68,-5.508,0.0629,0.00906,0.0,0.656,114.025,207719.0,908429469.0
13074,0.792,0.895,-3.112,0.0587,0.165,0.0,0.793,94.968,201526.0,589683929.0
13075,0.607,0.825,-4.451,0.0447,0.0519,1.05e-06,0.467,126.956,178810.0,10878099.0
13076,0.758,0.598,-5.695,0.0868,0.16,0.0,0.658,149.836,184905.0,230005291.0
13077,0.691,0.829,-7.179,0.0412,0.0289,0.0,0.866,93.059,169154.0,149254607.0
13078,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.711,144.036,221253.0,501379264.0
13079,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.872,101.018,223413.0,981287133.0
13080,0.724,0.675,-5.267,0.0867,0.0978,9.41e-06,0.325,160.048,199758.0,317028137.0
13081,0.824,0.733,-5.474,0.0613,0.0362,0.0,0.395,97.972,284387.0,671510653.0
13082,0.733,0.334,-11.314,0.0811,0.327,0.0,0.267,119.935,319973.0,244958627.0
13083,0.7,0.554,-5.909,0.187,0.219,1.36e-06,0.0633,97.127,235187.0,326455717.0
13084,0.78,0.575,-5.628,0.139,0.106,0.0,0.273,81.502,222360.0,666145000.0
13085,0.675,0.817,-3.789,0.0497,0.00711,0.0,0.446,105.964,215938.0,22925848.0
13086,0.692,0.774,-2.48,0.0876,0.0623,0.0,0.349,134.952,334253.0,268738307.0
13087,0.66,0.539,-5.947,0.324,0.0534,0.0,0.307,109.318,293613.0,304368932.0
13088,0.79,0.621,-7.634,0.275,0.333,0.0,0.15,118.895,252040.0,232566374.0
13089,0.825,0.481,-6.404,0.0372,0.392,0.0,0.961,119.985,213333.0,29915523.0
13090,0.667,0.467,-5.906,0.0276,0.237,0.0,0.406,97.99,151387.0,78517888.0
13091,0.787,0.469,-5.503,0.039,0.653,0.0,0.923,106.995,237080.0,91163665.0
13092,0.758,0.525,-5.913,0.0611,0.43,0.0,0.976,97.465,161907.0,107972387.0
13093,0.723,0.476,-5.692,0.0474,0.653,0.0,0.966,149.971,191413.0,91175603.0
13094,0.833,0.608,-4.804,0.0824,0.439,0.0,0.965,120.01,155600.0,34624776.0
13095,0.554,0.51,-6.124,0.0677,0.432,0.0,0.943,207.323,165933.0,9125927.0
13096,0.717,0.658,-4.923,0.0303,0.545,1.82e-06,0.959,122.982,171267.0,37029124.0
13097,0.581,0.43,-4.817,0.0333,0.7,0.0,0.609,81.969,237640.0,59995069.0
13098,0.796,0.561,-6.658,0.0321,0.611,0.000282,0.961,107.943,182480.0,38854159.0
13099,0.392,0.37,-10.888,0.0298,0.205,0.0096,0.512,48.718,293293.0,637878175.0
13100,0.602,0.477,-8.425,0.032,0.268,3.1e-05,0.552,183.89,213493.0,165858360.0
13101,0.613,0.564,-7.085,0.0251,0.134,1.65e-06,0.538,78.388,180907.0,229522897.0
13102,0.391,0.715,-4.516,0.0495,0.167,0.0,0.473,149.654,285107.0,122106240.0
13103,0.638,0.538,-8.445,0.0315,0.452,0.000415,0.318,89.124,240413.0,175928011.0
13104,0.642,0.762,-7.411,0.0296,0.00967,5.72e-05,0.605,113.038,253200.0,216589343.0
13105,0.616,0.474,-9.608,0.0266,0.192,0.00762,0.493,142.689,210133.0,148918291.0
13106,0.63,0.485,-8.955,0.0299,0.223,0.0535,0.398,149.23,274520.0,57249686.0
13107,0.559,0.301,-9.066,0.0297,0.055,0.00979,0.177,116.123,244333.0,149902731.0
13108,0.543,0.75,-7.071,0.0282,0.0682,0.0166,0.758,88.107,222413.0,116942837.0
13109,0.664,0.828,-6.053,0.0404,0.00839,0.0,0.82,103.985,190718.0,112852808.0
13110,0.558,0.886,-4.196,0.0482,0.000595,9.91e-05,0.171,114.041,262440.0,282625979.0
13111,0.489,0.987,-4.57,0.0806,7.62e-05,0.0,0.297,139.982,256742.0,22504875.0
13112,0.544,0.96,-4.681,0.106,0.00058,1.99e-05,0.718,154.966,206903.0,247216267.0
13113,0.437,0.935,-4.278,0.0675,0.0102,0.0,0.593,73.722,209976.0,14678351.0
13114,0.482,0.926,-5.123,0.0666,0.00685,0.0,0.529,150.014,271000.0,291380578.0
13115,0.499,0.914,-4.748,0.0566,0.00106,0.0,0.345,80.049,223200.0,9840486.0
13116,0.486,0.984,-3.619,0.0717,2.26e-05,0.0,0.277,123.64,225706.0,176262445.0
13117,0.416,0.988,-3.466,0.113,0.000839,0.0,0.47,174.995,214543.0,43621031.0
13118,0.472,0.989,-4.214,0.0597,0.000655,4.87e-06,0.327,93.985,243561.0,21528711.0
13119,0.298,0.38,-8.426,0.0287,0.778,5.62e-05,0.152,75.602,285634.0,488065877.0
13120,0.329,0.277,-13.111,0.0302,0.971,0.024,0.121,159.719,289560.0,287485443.0
13121,0.669,0.0809,-17.282,0.0365,0.983,0.41,0.0922,114.355,160093.0,132262090.0
13122,0.592,0.263,-14.029,0.0568,0.845,5.68e-06,0.109,76.366,238520.0,535403389.0
13123,0.374,0.304,-14.52,0.0302,0.943,0.298,0.147,147.969,336613.0,384129970.0
13124,0.395,0.27,-10.672,0.0309,0.937,0.00249,0.314,120.94,304107.0,124954833.0
13125,0.493,0.372,-11.889,0.0331,0.964,0.0308,0.25,116.86,285160.0,114981789.0
13126,0.31,0.146,-19.278,0.0303,0.99,0.261,0.333,162.831,298587.0,96441152.0
13127,0.448,0.143,-17.012,0.0328,0.929,0.0356,0.0873,132.829,219000.0,137272441.0
13129,0.889,0.496,-6.365,0.0905,0.259,0.0,0.544,86.003,180522.0,989177367.0
13130,0.631,0.774,-2.459,0.3,0.468,0.0,0.44,79.745,230693.0,280539757.0
13131,0.723,0.732,-5.514,0.0864,0.11,0.0,0.503,104.991,199747.0,248359900.0
13132,0.727,0.599,-6.941,0.327,0.317,0.0,0.386,167.909,197133.0,331688486.0
13133,0.589,0.658,-5.288,0.203,0.0242,0.0,0.251,77.521,223973.0,322694397.0
13134,0.681,0.63,-5.585,0.0385,0.00383,0.0,0.183,151.951,161053.0,134470753.0
13135,0.515,0.431,-8.251,0.257,0.665,0.0,0.184,141.392,227809.0,103909193.0
13136,0.37,0.87,-2.09,0.271,0.0415,0.0,0.331,79.092,250240.0,115217985.0
13137,0.734,0.493,-7.528,0.308,0.0467,0.0,0.562,86.043,233750.0,146908103.0
13138,0.592,0.701,-4.014,0.0858,0.0451,0.0,0.282,129.501,280615.0,165278148.0
13139,0.607,0.713,-5.105,0.03,0.56,4.98e-05,0.611,124.868,272533.0,83904984.0
13140,0.323,0.608,-9.166,0.162,0.378,0.000254,0.186,177.179,169404.0,7651549.0
13141,0.299,0.447,-7.862,0.0383,0.858,0.000314,0.321,121.723,174039.0,63362401.0
13142,0.717,0.471,-7.971,0.0348,0.792,1.24e-06,0.426,110.026,142511.0,21773395.0
13143,0.55,0.488,-8.059,0.0284,0.718,0.000118,0.301,136.025,309458.0,49852433.0
13144,0.492,0.411,-9.616,0.03,0.749,1.04e-06,0.187,107.939,160485.0,24680747.0
13145,0.63,0.729,-4.93,0.0287,0.123,8e-06,0.44,127.919,234737.0,46720545.0
13146,0.495,0.556,-7.49,0.041,0.638,0.0,0.366,159.996,225569.0,23303838.0
13147,0.666,0.644,-8.964,0.145,0.753,0.000262,0.89,115.1,198783.0,60979825.0
13148,0.368,0.587,-6.676,0.0378,0.309,0.0,0.391,143.687,271023.0,62435918.0
13149,0.827,0.58,-6.809,0.327,0.309,0.0,0.492,78.011,168320.0,203837074.0
13150,0.527,0.922,-2.666,0.0728,0.00475,0.000162,0.49,95.975,181680.0,366632319.0
13151,0.326,0.866,-4.541,0.101,0.0044,7.37e-06,0.172,178.181,215040.0,113669772.0
13152,0.516,0.755,-3.724,0.0383,0.0633,0.00103,0.165,140.099,262173.0,239577236.0
13153,0.687,0.646,-3.841,0.039,0.0973,0.000593,0.323,139.978,216667.0,155537902.0
13154,0.512,0.525,-7.152,0.0429,0.672,1.66e-05,0.337,128.054,197080.0,129262924.0
13155,0.629,0.85,-3.653,0.0261,0.00802,0.0284,0.526,104.033,207533.0,60022442.0
13156,0.596,0.633,-3.602,0.0594,0.131,0.0,0.473,148.09,213573.0,97150730.0
13157,0.664,0.797,-4.473,0.0362,0.194,0.0,0.284,97.004,194320.0,52889205.0
13158,0.606,0.618,-5.1,0.0258,0.325,0.0019,0.237,92.061,285987.0,84488060.0
